node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,out_in_degree_ratio,out_degree_share,lof_score_raw,lof_score,majority_label,is_malicious
169.55.165.137,2.0,0.0,2.0,20.0,3.0,2.0,20.0,0.0,0.3333333333333333,0.0,1.5115701833907689,6.597033128231974e-11,,
207.244.102.143,2.0,0.0,2.0,20.0,3.0,2.0,20.0,0.0,0.3333333333333333,0.0,1.5115701833907689,6.597033128231974e-11,,
23.23.99.12,3.0,1.0,2.0,24.0,3.0,3.0,24.0,3.605551275463989,0.6666666666666666,0.3333333332222222,1.5079643139182626,6.581295823654529e-11,BENIGN,False
184.72.244.217,2.0,1.0,1.0,33.0,2.0,2.0,33.0,5.656854249492381,1.0,0.49999999975,1.5052204201538824,6.569320489486876e-11,BENIGN,False
52.26.205.213,2.0,1.0,1.0,33.0,2.0,2.0,33.0,5.656854249492381,1.0,0.49999999975,1.5052204201538824,6.569320489486876e-11,BENIGN,False
63.251.252.12,3.0,1.0,2.0,21.0,3.0,3.0,21.0,4.0,0.6666666666666666,0.3333333332222222,1.5021804761326099,6.556053086069775e-11,BENIGN,False
188.165.145.88,2.0,1.0,1.0,412.0,2.0,2.0,412.0,137.93839204514455,1.0,0.49999999975,1.4967374754689582,6.532297883638784e-11,BENIGN,False
101.69.185.208,2.0,1.0,1.0,53.0,2.0,2.0,53.0,22.181073012818835,1.0,0.49999999975,1.487510683288935,6.492028861169459e-11,BENIGN,False
152.163.13.4,4.0,3.0,1.0,35.0,4.0,4.0,35.0,6.782329983125268,2.0,0.7499999998125,1.4782254304739237,6.451504695571517e-11,BENIGN,False
54.186.134.8,3.0,1.0,2.0,27.0,3.0,3.0,27.0,8.306623862918075,0.6666666666666666,0.3333333332222222,1.4737936982102195,6.432163030275152e-11,BENIGN,False
54.197.255.253,3.0,1.0,2.0,24.0,3.0,3.0,24.0,3.872983346207417,0.6666666666666666,0.3333333332222222,1.4728291059216334,6.42795320439147e-11,BENIGN,False
23.61.187.27,18.0,9.0,9.0,2438.0,10.0,18.0,2438.0,230.99134182908242,1.0,0.4999999999722222,1.4715794667488535,6.422499331913863e-11,BENIGN,False
74.117.199.102,5.0,0.0,5.0,41.0,6.0,5.0,41.0,0.0,0.16666666666666666,0.0,1.4668999459343381,6.402076228721685e-11,,
88.212.196.103,2.0,1.0,1.0,25.0,2.0,2.0,25.0,10.67707825203131,1.0,0.49999999975,1.4658317801493026,6.397414371040346e-11,BENIGN,False
205.185.208.31,3.0,1.0,2.0,24.0,3.0,3.0,24.0,5.477225575051661,0.6666666666666666,0.3333333332222222,1.4647076137682382,6.392508106720623e-11,BENIGN,False
198.51.152.178,6.0,2.0,4.0,61.0,5.0,6.0,61.0,5.291502622129175,0.6,0.33333333327777775,1.4618853152911333,6.380190586333013e-11,BENIGN,False
23.194.141.9,2.0,1.0,1.0,32.0,2.0,2.0,32.0,5.5677643628300215,1.0,0.49999999975,1.4600794316526806,6.37230906397996e-11,BENIGN,False
104.88.109.24,3.0,1.0,2.0,24.0,3.0,3.0,24.0,4.0,0.6666666666666666,0.3333333332222222,1.459035937522956,6.367754882230048e-11,BENIGN,False
23.63.226.81,3.0,1.0,2.0,24.0,3.0,3.0,24.0,4.0,0.6666666666666666,0.3333333332222222,1.459035937522956,6.367754882230048e-11,BENIGN,False
96.6.167.135,2.0,1.0,1.0,20.0,2.0,2.0,20.0,8.660254037844387,1.0,0.49999999975,1.4494233871707682,6.325802273071055e-11,BENIGN,False
198.8.70.211,3.0,1.0,2.0,22.0,3.0,3.0,22.0,4.47213595499958,0.6666666666666666,0.3333333332222222,1.4493958283656014,6.325681996584619e-11,BENIGN,False
169.55.70.149,3.0,1.0,2.0,34.0,3.0,3.0,34.0,12.328828005937952,0.6666666666666666,0.3333333332222222,1.4481594128448187,6.320285836855821e-11,BENIGN,False
151.101.1.108,8.0,4.0,4.0,62.0,5.0,8.0,62.0,14.282856857085696,1.0,0.4999999999375,1.4419784239490334,6.293309789723652e-11,BENIGN,False
204.2.255.232,3.0,2.0,1.0,24.0,3.0,3.0,24.0,4.358898943540674,1.5,0.6666666664444444,1.4410447911281647,6.289235082034554e-11,BENIGN,False
104.196.121.62,3.0,1.0,2.0,35.0,3.0,3.0,35.0,8.94427190999916,0.6666666666666666,0.3333333332222222,1.4408179307977895,6.288244982380953e-11,BENIGN,False
23.208.97.124,2.0,1.0,1.0,975.0,2.0,2.0,975.0,287.77421705218836,1.0,0.49999999975,1.4309867216407552,6.245338067960318e-11,BENIGN,False
107.178.242.85,3.0,1.0,2.0,29.0,3.0,3.0,29.0,6.928203230275509,0.6666666666666666,0.3333333332222222,1.4246895916107996,6.21785513936271e-11,BENIGN,False
220.243.219.55,2.0,1.0,1.0,187.0,2.0,2.0,187.0,71.28814768248647,1.0,0.49999999975,1.4197119088929244,6.196130750940342e-11,BENIGN,False
199.167.65.25,2.0,1.0,1.0,2313.0,2.0,2.0,2313.0,536.5556821057811,1.0,0.49999999975,1.4152659895667152,6.176727168226997e-11,BENIGN,False
66.198.24.243,2.0,1.0,1.0,35.0,2.0,2.0,35.0,5.830951894845301,1.0,0.49999999975,1.4085312638447525,6.147334415455386e-11,BENIGN,False
172.217.10.40,2.0,1.0,1.0,35.0,2.0,2.0,35.0,5.830951894845301,1.0,0.49999999975,1.4085312638447525,6.147334415455386e-11,BENIGN,False
206.126.112.140,2.0,1.0,1.0,35.0,2.0,2.0,35.0,5.830951894845301,1.0,0.49999999975,1.4085312638447525,6.147334415455386e-11,BENIGN,False
192.243.250.72,4.0,2.0,2.0,39.0,3.0,4.0,39.0,13.114877048604002,1.0,0.499999999875,1.4075773192138303,6.143171059759539e-11,BENIGN,False
52.6.174.16,3.0,1.0,2.0,35.0,3.0,3.0,35.0,8.660254037844386,0.6666666666666666,0.3333333332222222,1.4069099630390318,6.140258478629101e-11,BENIGN,False
204.154.111.112,1.0,0.0,1.0,138.0,2.0,1.0,138.0,0.0,0.5,0.0,1.4067055770121433,6.139366464877343e-11,,
52.84.143.87,3.0,2.0,1.0,18.0,3.0,3.0,18.0,4.0,1.5,0.6666666664444444,1.4052385343581122,6.132963765819426e-11,BENIGN,False
212.224.113.74,2.0,1.0,1.0,28.0,2.0,2.0,28.0,5.196152422706632,1.0,0.49999999975,1.4039910017074397,6.127519086958022e-11,BENIGN,False
195.93.42.2,2.0,1.0,1.0,28.0,2.0,2.0,28.0,5.196152422706632,1.0,0.49999999975,1.4039910017074397,6.127519086958022e-11,BENIGN,False
172.217.2.170,2.0,1.0,1.0,28.0,2.0,2.0,28.0,5.196152422706632,1.0,0.49999999975,1.4039910017074397,6.127519086958022e-11,BENIGN,False
163.172.224.36,1.0,0.0,1.0,46.0,2.0,1.0,46.0,0.0,0.5,0.0,1.402856040017787,6.122565708049e-11,,
50.112.201.212,4.0,2.0,2.0,32.0,3.0,4.0,32.0,6.6332495807108,1.0,0.499999999875,1.4026225445635845,6.121546650340935e-11,BENIGN,False
5.196.119.250,3.0,1.0,2.0,29.0,3.0,3.0,29.0,7.745966692414833,0.6666666666666666,0.3333333332222222,1.4024433441765154,6.120764555732907e-11,BENIGN,False
104.88.108.223,3.0,1.0,2.0,29.0,3.0,3.0,29.0,7.745966692414833,0.6666666666666666,0.3333333332222222,1.4024433441765154,6.120764555732907e-11,BENIGN,False
70.42.146.149,3.0,1.0,2.0,19.0,3.0,3.0,19.0,4.47213595499958,0.6666666666666666,0.3333333332222222,1.401189124411896,6.115290691913552e-11,BENIGN,False
178.239.182.230,2.0,1.0,1.0,2390.0,2.0,2.0,2390.0,69.10861017268398,1.0,0.49999999975,1.3992474270123094,6.106816429712018e-11,BENIGN,False
194.190.117.94,1.0,0.0,1.0,70.0,2.0,1.0,70.0,0.0,0.5,0.0,1.3978248971389051,6.100608000355667e-11,,
52.17.250.174,3.0,1.0,2.0,26.0,3.0,3.0,26.0,3.7416573867739413,0.6666666666666666,0.3333333332222222,1.3960180113630511,6.092722104316424e-11,BENIGN,False
146.148.13.21,2.0,1.0,1.0,316.0,2.0,2.0,316.0,113.41957503006259,1.0,0.49999999975,1.3948459865640799,6.087606968736958e-11,BENIGN,False
184.84.243.202,2.0,1.0,1.0,16.0,2.0,2.0,16.0,6.928203230275509,1.0,0.49999999975,1.3888036842140734,6.061236199313358e-11,BENIGN,False
31.13.77.12,2.0,1.0,1.0,16.0,2.0,2.0,16.0,6.928203230275509,1.0,0.49999999975,1.3888036842140734,6.061236199313358e-11,BENIGN,False
104.244.46.135,2.0,1.0,1.0,52.0,2.0,2.0,52.0,21.236760581595302,1.0,0.49999999975,1.386371090029931,6.050619487898521e-11,BENIGN,False
172.217.12.162,9.0,5.0,4.0,79.0,6.0,9.0,79.0,16.000000000000007,1.2,0.5555555554938272,1.3840292238922494,6.040398746141419e-11,BENIGN,False
66.235.144.209,2.0,1.0,1.0,30.0,2.0,2.0,30.0,11.999999999999998,1.0,0.49999999975,1.3827076143313988,6.034630769138882e-11,BENIGN,False
23.211.102.137,2.0,1.0,1.0,30.0,2.0,2.0,30.0,11.999999999999998,1.0,0.49999999975,1.3827076143313988,6.034630769138882e-11,BENIGN,False
54.178.224.169,2.0,1.0,1.0,30.0,2.0,2.0,30.0,11.999999999999998,1.0,0.49999999975,1.3827076143313988,6.034630769138882e-11,BENIGN,False
72.5.205.60,2.0,1.0,1.0,30.0,2.0,2.0,30.0,11.999999999999998,1.0,0.49999999975,1.3827076143313988,6.034630769138882e-11,BENIGN,False
5.9.12.131,2.0,1.0,1.0,31.0,2.0,2.0,31.0,12.24744871391589,1.0,0.49999999975,1.3817916984131384,6.030633384351968e-11,BENIGN,False
145.243.233.163,2.0,1.0,1.0,31.0,2.0,2.0,31.0,12.24744871391589,1.0,0.49999999975,1.3817916984131384,6.030633384351968e-11,BENIGN,False
209.85.201.157,4.0,2.0,2.0,32.0,3.0,4.0,32.0,7.483314773547879,1.0,0.499999999875,1.3711634758808877,5.98424801838623e-11,BENIGN,False
199.233.57.21,2.0,0.0,2.0,17.0,3.0,2.0,17.0,0.0,0.3333333333333333,0.0,1.3562482008945955,5.919152421580705e-11,,
23.208.218.50,2.0,0.0,2.0,18.0,3.0,2.0,18.0,0.0,0.3333333333333333,0.0,1.3562482008945955,5.919152421580705e-11,,
52.6.13.28,2.0,0.0,2.0,17.0,3.0,2.0,17.0,0.0,0.3333333333333333,0.0,1.3562482008945955,5.919152421580705e-11,,
54.236.72.117,2.0,0.0,2.0,18.0,3.0,2.0,18.0,0.0,0.3333333333333333,0.0,1.3562482008945955,5.919152421580705e-11,,
52.39.210.199,6.0,3.0,3.0,49.0,4.0,6.0,49.0,6.782329983125268,1.0,0.49999999991666666,1.355334877587407,5.915166351876159e-11,BENIGN,False
54.236.254.146,3.0,1.0,2.0,30.0,3.0,3.0,30.0,6.6332495807108005,0.6666666666666666,0.3333333332222222,1.3527981380829972,5.904095113019921e-11,BENIGN,False
202.55.225.134,3.0,0.0,3.0,45.0,4.0,3.0,45.0,0.0,0.25,0.0,1.3515961880077427,5.89884937282733e-11,,
104.154.79.29,3.0,1.0,2.0,32.0,3.0,3.0,32.0,5.477225575051661,0.6666666666666666,0.3333333332222222,1.350039104357298,5.892053702643912e-11,BENIGN,False
23.194.140.172,2.0,1.0,1.0,266.0,2.0,2.0,266.0,96.99484522385713,1.0,0.49999999975,1.348907573454916,5.887115296918096e-11,BENIGN,False
34.200.171.129,2.0,1.0,1.0,31.0,2.0,2.0,31.0,5.477225575051661,1.0,0.49999999975,1.3445903584884513,5.868273426081784e-11,BENIGN,False
94.23.66.70,2.0,1.0,1.0,31.0,2.0,2.0,31.0,5.477225575051661,1.0,0.49999999975,1.3445903584884513,5.868273426081784e-11,BENIGN,False
89.184.67.69,3.0,1.0,2.0,27.0,3.0,3.0,27.0,4.123105625617661,0.6666666666666666,0.3333333332222222,1.3439660371134672,5.86554866421582e-11,BENIGN,False
148.251.66.131,1.0,0.0,1.0,51.0,2.0,1.0,51.0,0.0,0.5,0.0,1.3416249077171094,5.855331137861465e-11,,
52.205.114.4,2.0,1.0,1.0,28.0,2.0,2.0,28.0,10.72380529476361,1.0,0.49999999975,1.3378399641235768,5.838812289746181e-11,BENIGN,False
204.154.111.116,1.0,0.0,1.0,135.0,2.0,1.0,135.0,0.0,0.5,0.0,1.33185544569687,5.81269371003926e-11,,
88.198.33.189,2.0,1.0,1.0,30.0,2.0,2.0,30.0,5.385164807134504,1.0,0.49999999975,1.327184737564587,5.7923090685455686e-11,BENIGN,False
213.155.156.182,2.0,1.0,1.0,30.0,2.0,2.0,30.0,5.385164807134504,1.0,0.49999999975,1.327184737564587,5.7923090685455686e-11,BENIGN,False
192.229.163.33,2.0,1.0,1.0,30.0,2.0,2.0,30.0,5.385164807134504,1.0,0.49999999975,1.327184737564587,5.7923090685455686e-11,BENIGN,False
50.19.107.76,2.0,1.0,1.0,29.0,2.0,2.0,29.0,5.291502622129181,1.0,0.49999999975,1.3263411059125114,5.7886271581599826e-11,BENIGN,False
50.19.236.78,2.0,1.0,1.0,29.0,2.0,2.0,29.0,5.291502622129181,1.0,0.49999999975,1.3263411059125114,5.7886271581599826e-11,BENIGN,False
208.101.10.227,2.0,1.0,1.0,29.0,2.0,2.0,29.0,5.291502622129181,1.0,0.49999999975,1.3263411059125114,5.7886271581599826e-11,BENIGN,False
213.239.195.215,1.0,0.0,1.0,98.0,2.0,1.0,98.0,0.0,0.5,0.0,1.3248215705587694,5.7819953621783575e-11,,
63.241.108.104,4.0,1.0,3.0,40.0,4.0,4.0,40.0,4.358898943540674,0.5,0.2499999999375,1.3239716326586535,5.778285929069915e-11,BENIGN,False
88.212.196.101,2.0,1.0,1.0,56.0,2.0,2.0,56.0,22.978250586152114,1.0,0.49999999975,1.3236108631666916,5.776711401921735e-11,BENIGN,False
144.76.121.178,2.0,1.0,1.0,22.0,2.0,2.0,22.0,9.797958971132713,1.0,0.49999999975,1.3231583859192362,5.7747366293150546e-11,BENIGN,False
54.210.220.88,3.0,1.0,2.0,25.0,3.0,3.0,25.0,3.7416573867739413,0.6666666666666666,0.3333333332222222,1.3153111120671959,5.7404883184280995e-11,BENIGN,False
198.51.152.184,4.0,1.0,3.0,33.0,4.0,4.0,33.0,2.8284271247461903,0.5,0.2499999999375,1.31497799267625,5.739034466214108e-11,BENIGN,False
104.97.137.120,2.0,1.0,1.0,306.0,2.0,2.0,306.0,104.23531071570709,1.0,0.49999999975,1.3115610744150221,5.724121812330439e-11,BENIGN,False
151.101.45.5,2.0,1.0,1.0,26.0,2.0,2.0,26.0,10.2469507659596,1.0,0.49999999975,1.3112454596237266,5.722744356452561e-11,BENIGN,False
221.204.186.138,2.0,1.0,1.0,242.0,2.0,2.0,242.0,88.97752525216693,1.0,0.49999999975,1.308402607451868,5.710337132386823e-11,BENIGN,False
176.32.93.58,2.0,1.0,1.0,17.0,2.0,2.0,17.0,7.211102550927978,1.0,0.49999999975,1.3079694707567033,5.7084467688704935e-11,BENIGN,False
68.67.178.230,2.0,0.0,2.0,134.0,3.0,2.0,134.0,0.0,0.3333333333333333,0.0,1.307651674182948,5.707059790913307e-11,,
163.172.224.31,1.0,0.0,1.0,44.0,2.0,1.0,44.0,0.0,0.5,0.0,1.3065862095791094,5.702409722153209e-11,,
209.15.36.32,2.0,0.0,2.0,22.0,3.0,2.0,22.0,0.0,0.3333333333333333,0.0,1.2980729036401644,5.6652546089291506e-11,,
199.59.148.11,2.0,1.0,1.0,39.0,2.0,2.0,39.0,15.748015748023622,1.0,0.49999999975,1.2920511595411792,5.63897356306886e-11,BENIGN,False
104.20.11.37,4.0,2.0,2.0,30.0,3.0,4.0,30.0,7.141428428542851,1.0,0.499999999875,1.2861126179486044,5.613055642716847e-11,BENIGN,False
13.56.7.139,2.0,1.0,1.0,31.0,2.0,2.0,31.0,11.40175425099138,1.0,0.49999999975,1.2858658323148646,5.611978581909984e-11,BENIGN,False
202.232.238.39,3.0,1.0,2.0,25.0,3.0,3.0,25.0,4.0,0.6666666666666666,0.3333333332222222,1.2849788000607814,5.6081072557682694e-11,BENIGN,False
163.172.224.34,1.0,0.0,1.0,114.0,2.0,1.0,114.0,0.0,0.5,0.0,1.2828172467335353,5.598673463632799e-11,,
195.248.250.150,1.0,0.0,1.0,391.0,2.0,1.0,391.0,0.0,0.5,0.0,1.2804378030979033,5.5882887202292135e-11,,
54.225.163.68,2.0,1.0,1.0,30.0,2.0,2.0,30.0,11.180339887498949,1.0,0.49999999975,1.2802881517258273,5.5876355880954107e-11,BENIGN,False
34.206.215.246,1.0,0.0,1.0,80.0,2.0,1.0,80.0,0.0,0.5,0.0,1.2802872865764747,5.5876318122740807e-11,,
255.255.255.255,1.0,0.0,1.0,130.0,2.0,1.0,130.0,0.0,0.5,0.0,1.278800540535294,5.5811431205846646e-11,,
34.200.205.194,1.0,0.0,1.0,130.0,2.0,1.0,130.0,0.0,0.5,0.0,1.278800540535294,5.5811431205846646e-11,,
23.63.227.171,6.0,3.0,3.0,59.0,4.0,6.0,59.0,9.591663046625438,1.0,0.49999999991666666,1.2776070956025583,5.575934499877211e-11,BENIGN,False
34.192.56.110,3.0,1.0,2.0,25.0,3.0,3.0,25.0,4.123105625617661,0.6666666666666666,0.3333333332222222,1.2728438257038948,5.5551458857159395e-11,BENIGN,False
199.59.149.233,2.0,1.0,1.0,40.0,2.0,2.0,40.0,17.320508075688775,1.0,0.49999999975,1.2718685005766424,5.550889217884051e-11,BENIGN,False
199.38.165.160,2.0,1.0,1.0,36.0,2.0,2.0,36.0,14.966629547095765,1.0,0.49999999975,1.2712216267043543,5.548066028850447e-11,BENIGN,False
194.190.117.32,1.0,0.0,1.0,79.0,2.0,1.0,79.0,0.0,0.5,0.0,1.2706663314585869,5.545642521710302e-11,,
85.114.159.93,5.0,1.0,4.0,55.0,5.0,5.0,55.0,4.358898943540674,0.4,0.19999999996,1.2705782327286663,5.545258027330731e-11,BENIGN,False
209.85.232.108,5.0,0.0,5.0,114.0,6.0,5.0,114.0,0.0,0.16666666666666666,0.0,1.2659807562587173,5.525192995014147e-11,,
106.11.30.199,2.0,1.0,1.0,98.0,2.0,2.0,98.0,36.22154055254967,1.0,0.49999999975,1.262791846723725,5.5112754527945135e-11,BENIGN,False
199.244.51.60,1.0,0.0,1.0,127.0,2.0,1.0,127.0,0.0,0.5,0.0,1.2562492502321017,5.482721220728972e-11,,
80.82.201.85,5.0,2.0,3.0,48.0,4.0,5.0,48.0,10.862780491200217,0.75,0.39999999992,1.2548566075384806,5.476643229718989e-11,BENIGN,False
209.85.232.109,4.0,0.0,4.0,114.0,5.0,4.0,114.0,0.0,0.2,0.0,1.2539158466155964,5.472537412442221e-11,,
195.216.249.89,2.0,1.0,1.0,39.0,2.0,2.0,39.0,14.966629547095765,1.0,0.49999999975,1.2535327148827542,5.47086528847351e-11,BENIGN,False
52.84.142.16,2.0,1.0,1.0,39.0,2.0,2.0,39.0,14.966629547095765,1.0,0.49999999975,1.2535327148827542,5.47086528847351e-11,BENIGN,False
87.250.251.119,1.0,0.0,1.0,164.0,2.0,1.0,164.0,0.0,0.5,0.0,1.2531747550813306,5.469303023820161e-11,,
204.154.111.110,2.0,0.0,2.0,107.0,3.0,2.0,107.0,0.0,0.3333333333333333,0.0,1.2520035701473313,5.46419155371194e-11,,
104.25.84.101,2.0,0.0,2.0,83.0,3.0,2.0,83.0,0.0,0.3333333333333333,0.0,1.2512475440197304,5.460891985180889e-11,,
121.78.124.148,2.0,0.0,2.0,101.0,3.0,2.0,101.0,0.0,0.3333333333333333,0.0,1.2500683008709845,5.455745346140242e-11,,
104.97.122.16,1.0,0.0,1.0,95.0,2.0,1.0,95.0,0.0,0.5,0.0,1.2500586907578657,5.4557034041680413e-11,,
23.208.216.16,4.0,2.0,2.0,40.0,3.0,4.0,40.0,12.56980508997653,1.0,0.499999999875,1.2483899897183675,5.4484205957614936e-11,BENIGN,False
194.190.77.85,2.0,1.0,1.0,2281.0,2.0,2.0,2281.0,95.4358423235212,1.0,0.49999999975,1.2477491005905876,5.445623526294297e-11,BENIGN,False
223.82.136.218,2.0,1.0,1.0,71.0,2.0,2.0,71.0,28.24889378365107,1.0,0.49999999975,1.2473817553074924,5.4440203000407576e-11,BENIGN,False
89.163.159.98,1.0,0.0,1.0,69.0,2.0,1.0,69.0,0.0,0.5,0.0,1.2468294654098038,5.4416099093149586e-11,,
81.222.128.11,1.0,0.0,1.0,113.0,2.0,1.0,113.0,0.0,0.5,0.0,1.2457588905977295,5.4369375377776594e-11,,
104.244.43.80,6.0,3.0,3.0,52.0,4.0,6.0,52.0,9.165151389911678,1.0,0.49999999991666666,1.2445439905373727,5.431635279216508e-11,BENIGN,False
104.192.142.100,2.0,1.0,1.0,44.0,2.0,2.0,44.0,18.439088914585774,1.0,0.49999999975,1.2443212321431314,5.430663081879892e-11,BENIGN,False
87.250.250.119,1.0,0.0,1.0,53.0,2.0,1.0,53.0,0.0,0.5,0.0,1.2422404786842305,5.421581929280506e-11,,
185.187.80.173,1.0,0.0,1.0,53.0,2.0,1.0,53.0,0.0,0.5,0.0,1.2422404786842305,5.421581929280506e-11,,
104.76.110.48,1.0,0.0,1.0,104.0,2.0,1.0,104.0,0.0,0.5,0.0,1.2412708700657127,5.417350210338133e-11,,
52.201.11.42,2.0,1.0,1.0,27.0,2.0,2.0,27.0,5.0990195135927845,1.0,0.49999999975,1.2397328449413756,5.4106377183818916e-11,BENIGN,False
149.202.208.196,2.0,1.0,1.0,75.0,2.0,2.0,75.0,30.724582991474435,1.0,0.49999999975,1.2385809167787583,5.405610291714158e-11,BENIGN,False
52.70.102.196,2.0,1.0,1.0,19.0,2.0,2.0,19.0,7.745966692414834,1.0,0.49999999975,1.2380330629731708,5.4032192616815456e-11,BENIGN,False
204.154.111.118,2.0,1.0,1.0,83.0,2.0,2.0,83.0,29.189039038652844,1.0,0.49999999975,1.236562961056059,5.396803210904923e-11,BENIGN,False
206.54.163.50,6.0,3.0,3.0,54.0,4.0,6.0,54.0,8.88819441731559,1.0,0.49999999991666666,1.2365001500982795,5.396529081411076e-11,BENIGN,False
210.158.199.65,1.0,0.0,1.0,2255.0,2.0,1.0,2255.0,0.0,0.5,0.0,1.2357681641702754,5.393334432912777e-11,,
35.160.9.151,4.0,2.0,2.0,29.0,3.0,4.0,29.0,5.196152422706631,1.0,0.499999999875,1.2353489183613455,5.3915046941942096e-11,BENIGN,False
54.64.179.218,4.0,2.0,2.0,29.0,3.0,4.0,29.0,5.196152422706632,1.0,0.499999999875,1.2353489183613446,5.391504694194206e-11,BENIGN,False
203.154.100.127,2.0,1.0,1.0,81.0,2.0,2.0,81.0,31.464265445104548,1.0,0.49999999975,1.235247769582936,5.391063244733655e-11,BENIGN,False
213.180.193.119,3.0,0.0,3.0,237.0,4.0,3.0,237.0,0.0,0.25,0.0,1.23387347116317,5.385065314698454e-11,,
52.84.137.78,6.0,3.0,3.0,52.0,4.0,6.0,52.0,8.774964387392123,1.0,0.49999999991666666,1.233808137591501,5.3847801756149893e-11,BENIGN,False
151.101.2.109,2.0,1.0,1.0,94.0,2.0,2.0,94.0,34.42382895611701,1.0,0.49999999975,1.2325662341206496,5.3793600645084736e-11,BENIGN,False
23.208.24.82,1.0,0.0,1.0,371.0,2.0,1.0,371.0,0.0,0.5,0.0,1.232221277316523,5.377854549587872e-11,,
104.16.25.235,6.0,3.0,3.0,43.0,4.0,6.0,43.0,7.937253933193771,1.0,0.49999999991666666,1.2312963622974615,5.373817889505135e-11,BENIGN,False
216.200.232.14,3.0,1.0,2.0,74.0,3.0,3.0,74.0,5.291502622129181,0.6666666666666666,0.3333333332222222,1.230974408031439,5.3724127658912515e-11,BENIGN,False
104.79.140.99,4.0,1.0,3.0,31.0,4.0,4.0,31.0,4.0,0.5,0.2499999999375,1.2308856987913992,5.372025607027075e-11,BENIGN,False
66.102.255.44,2.0,1.0,1.0,60.0,2.0,2.0,60.0,23.999999999999996,1.0,0.49999999975,1.2301002506833645,5.3685976304460686e-11,BENIGN,False
52.20.81.238,1.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,2.0,0.9999999989999999,1.2289533223116085,5.363592024654605e-11,BENIGN,False
104.97.139.173,2.0,1.0,1.0,307.0,2.0,2.0,307.0,96.34313675607619,1.0,0.49999999975,1.227433789572065,5.356960240082278e-11,BENIGN,False
121.78.124.168,2.0,0.0,2.0,102.0,3.0,2.0,102.0,0.0,0.3333333333333333,0.0,1.2262704104515165,5.351882837336919e-11,,
52.196.249.249,2.0,1.0,1.0,18.0,2.0,2.0,18.0,7.4833147735478835,1.0,0.49999999975,1.22498027567886,5.346252227571908e-11,BENIGN,False
193.200.227.41,1.0,0.0,1.0,318.0,2.0,1.0,318.0,0.0,0.5,0.0,1.2248711833181574,5.34577610947597e-11,,
63.241.108.103,3.0,1.0,2.0,53.0,3.0,3.0,53.0,4.795831523312719,0.6666666666666666,0.3333333332222222,1.224200089348643,5.34284721527199e-11,BENIGN,False
116.55.241.185,2.0,1.0,1.0,287.0,2.0,2.0,287.0,93.91485505499116,1.0,0.49999999975,1.2224811806364513,5.335345282617233e-11,BENIGN,False
23.202.238.190,2.0,1.0,1.0,1323.0,2.0,2.0,1323.0,300.1199760095952,1.0,0.49999999975,1.2222942764088396,5.334529565692601e-11,BENIGN,False
8.41.222.187,3.0,1.0,2.0,35.0,3.0,3.0,35.0,5.830951894845301,0.6666666666666666,0.3333333332222222,1.2206195152561485,5.327220308783739e-11,BENIGN,False
38.69.238.81,2.0,1.0,1.0,20.0,2.0,2.0,20.0,8.000000000000002,1.0,0.49999999975,1.2201602760977304,5.32521602477817e-11,BENIGN,False
54.223.26.130,2.0,1.0,1.0,46.0,2.0,2.0,46.0,18.973665961010276,1.0,0.49999999975,1.2199714238242372,5.324391805884289e-11,BENIGN,False
50.19.251.230,1.0,0.0,1.0,68.0,2.0,1.0,68.0,0.0,0.5,0.0,1.218031320421225,5.3159245004541465e-11,,
52.84.145.216,4.0,2.0,2.0,35.0,3.0,4.0,35.0,5.744562646538029,1.0,0.499999999875,1.2179193612741765,5.3154358706768435e-11,BENIGN,False
34.194.147.124,4.0,2.0,2.0,35.0,3.0,4.0,35.0,5.744562646538029,1.0,0.499999999875,1.2179193612741765,5.3154358706768435e-11,BENIGN,False
52.84.145.62,2.0,1.0,1.0,37.0,2.0,2.0,37.0,14.491376746189438,1.0,0.49999999975,1.2172048292736422,5.3123173973631314e-11,BENIGN,False
216.200.232.61,1.0,0.0,1.0,110.0,2.0,1.0,110.0,0.0,0.5,0.0,1.217106525884555,5.3118883661996756e-11,,
206.126.112.145,2.0,1.0,1.0,41.0,2.0,2.0,41.0,6.324555320336759,1.0,0.49999999975,1.2167326411737645,5.3102565995438316e-11,BENIGN,False
63.251.19.6,1.0,0.0,1.0,43.0,2.0,1.0,43.0,0.0,0.5,0.0,1.2143190328515387,5.299722749223643e-11,,
104.97.114.112,4.0,2.0,2.0,45.0,3.0,4.0,45.0,12.529964086141668,1.0,0.499999999875,1.2139735143435877,5.29821478282657e-11,BENIGN,False
64.124.217.61,3.0,0.0,3.0,30.0,4.0,3.0,30.0,0.0,0.25,0.0,1.213595347334752,5.296564326689828e-11,,
52.71.215.215,2.0,1.0,1.0,34.0,2.0,2.0,34.0,13.74772708486752,1.0,0.49999999975,1.2129222779450042,5.2936268110451325e-11,BENIGN,False
75.98.9.196,4.0,2.0,2.0,240.0,3.0,4.0,240.0,83.1624915451672,1.0,0.499999999875,1.2113379906548367,5.2867124144443566e-11,BENIGN,False
72.251.244.141,1.0,0.0,1.0,84.0,2.0,1.0,84.0,0.0,0.5,0.0,1.2103865153522932,5.282559835781093e-11,,
